CompositeProgramName,CompositeCompositeID,CompositeStationName,CompositeStationCode,CompositeTargetLatitude,CompositeTargetLongitude,CompositeSampleDate,CompositeFinalID,NumberFishPerComp,CompositeTissueName,Analyte,Unit,Result,WeightAvg g,TLMin mm,TLMax mm,TLAvgLength mm,SexSummary,LatestDateSampled,SampleID
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"DDT(o,p'), Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"DDT(p,p'), Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Diazinon, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Dieldrin, Total",ng/g ww,0.828,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Endosulfan I, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Endrin, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"HCH, alpha-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"HCH, beta-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"HCH, delta-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"HCH, gamma-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Heptachlor, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Heptachlor Epoxide, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Hexachlorobenzene, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Lipid, Total",% ww,0.806,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Methoxychlor, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Mirex, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Moisture, Total",%,76.9,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Nonachlor, cis-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Nonachlor, trans-, Total",ng/g ww,1.06,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Oxadiazon, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Oxychlordane, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Parathion, Ethyl, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Parathion, Methyl, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Tedion, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Toxaphene, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Lipid, Total",% ww,0.806,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Moisture, Total",%,76.9,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 008, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 018, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 027, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 028, Total",ng/g ww,0.277,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 029, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 033, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 044, Total",ng/g ww,0.48,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 049, Total",ng/g ww,0.629,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 052, Total",ng/g ww,1.11,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 056, Total",ng/g ww,0.108,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 060, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 066, Total",ng/g ww,0.821,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 074, Total",ng/g ww,0.302,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 087, Total",ng/g ww,0.967,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 095, Total",ng/g ww,1.48,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 097, Total",ng/g ww,0.751,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 099, Total",ng/g ww,2.23,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 101, Total",ng/g ww,3.57,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 105, Total",ng/g ww,1.06,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 110, Total",ng/g ww,3.12,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 114, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 118, Total",ng/g ww,3.32,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 128, Total",ng/g ww,0.902,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 137, Total",ng/g ww,0.25,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 138, Total",ng/g ww,7.94,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 141, Total",ng/g ww,0.779,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 149, Total",ng/g ww,3.61,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 151, Total",ng/g ww,1.88,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 153, Total",ng/g ww,10,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 156, Total",ng/g ww,0.401,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 157, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 158, Total",ng/g ww,0.752,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 170, Total",ng/g ww,1.32,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 174, Total",ng/g ww,0.766,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 177, Total",ng/g ww,1.36,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 180, Total",ng/g ww,3.87,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 183, Total",ng/g ww,1.5,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 187, Total",ng/g ww,4.13,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 189, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 194, Total",ng/g ww,0.608,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 195, Total",ng/g ww,0.153,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 200, Total",ng/g ww,0.231,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 201, Total",ng/g ww,0.909,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 203, Total",ng/g ww,0.438,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 206, Total",ng/g ww,0.201,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB 209, Total",ng/g ww,0.162,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB AROCLOR 1248, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB AROCLOR 1254, Total",ng/g ww,61,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PCB AROCLOR 1260, Total",ng/g ww,23,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Lipid, Total",% ww,0.806,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"Moisture, Total",%,76.9,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 017, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 028, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 047, Total",ng/g ww,16,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 066, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 085, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 099, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 100, Total",ng/g ww,3.47,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 138, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 153, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 154, Total",ng/g ww,1.16,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 183, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,3,fillet,"PBDE 190, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,359
SF Bay Regional Monitoring for Water Quality,I034502,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,1,fillet,"Mercury, Total",ug/g dw,2.69,1496.849976,550,550,550,"Unk (1), M (0), F (0)",7/23/03,359
SF Bay Regional Monitoring for Water Quality,I034502,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.567,1496.849976,550,550,550,"Unk (1), M (0), F (0)",7/23/03,359
SF Bay Regional Monitoring for Water Quality,I034502,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/23/03,Morone saxatilis,1,fillet,"Moisture, Total",%,78.915,1496.849976,550,550,550,"Unk (1), M (0), F (0)",7/23/03,359
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Aldrin, Total",ng/g ww,0.294,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Chlordane, cis-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Chlordane, trans-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Chlordene, cis-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Chlordene, trans-, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Chlorpyrifos, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
SF Bay Regional Monitoring for Water Quality,C034501,Berkeley-2RMPBERK3,2RMPBERK3,37.8338,-122.354,7/24/03,Morone saxatilis,3,fillet,"Dacthal, Total",ng/g ww,,1285.17334,470,550,516.666687,"Unk (2), M (0), F (1)",7/24/03,360
